Date,close
2005-09-26,2245.397
2005-09-27,2259.3472
2005-09-28,2280.3472
2005-09-29,2281.7471
2005-09-30,2273.9971
2005-10-03,2299.447
2005-10-04,2327.7468
2005-10-05,2313.2471
2005-10-06,2270.0471
2005-10-07,2264.0972
2005-10-10,2253.5972
2005-10-11,2263.9971
2005-10-13,2226.2471
2005-10-14,2181.0471
2005-10-17,2172.5972
2005-10-18,2157.897
2005-10-19,2105.6472
2005-10-20,2085.1472
2005-10-21,2119.4473
2005-10-24,2092.0474
2005-10-25,2108.4973
2005-10-26,2098.1973
2005-10-27,2052.0474
2005-10-28,2022.1473
2005-10-31,2067.7974
2005-11-02,2106.3972
2005-11-07,2141.947
2005-11-08,2172.9971
2005-11-09,2166.5972
2005-11-10,2177.2471
2005-11-11,2220.197
2005-11-14,2227.147
2005-11-16,2245.2471
2005-11-17,2259.5471
2005-11-18,2268.9971
2005-11-21,2255.2471
2005-11-22,2233.897
2005-11-23,2255.4971
2005-11-24,2274.697
2005-11-25,2300.697
2005-11-28,2346.8469
2005-11-29,2336.7969
2005-11-30,2306.147
2005-12-01,2342.2969
2005-12-02,2345.1467
2005-12-05,2319.697
2005-12-06,2318.447
2005-12-07,2339.7468
2005-12-08,2350.8967
2005-12-09,2385.8469
2005-12-12,2402.4968
2005-12-13,2427.8967
2005-12-14,2425.6968
2005-12-15,2401.1968
2005-12-16,2425.3967
2005-12-19,2452.6467
2005-12-20,2446.8469
2005-12-21,2445.4968
2005-12-22,2454.3469
2005-12-23,2426.0969
2005-12-26,2377.2468
2005-12-27,2424.6467
2005-12-28,2422.0469
2005-12-29,2440.2969
2005-12-30,2459.1968
2006-01-02,2464.2468
2006-01-03,2502.5469
2006-01-04,2522.5466
2006-01-05,2525.3965
2006-01-06,2537.2966
2006-01-09,2540.3965
2006-01-10,2512.0469
2006-01-12,2502.0469
2006-01-13,2502.7468
2006-01-16,2486.1467
2006-01-17,2473.6467
2006-01-18,2455.7468
2006-01-19,2506.2969
2006-01-20,2529.0967
2006-01-23,2517.7466
2006-01-24,2532.4966
2006-01-25,2548.5967
2006-01-27,2587.4966
2006-01-30,2570.1465
2006-01-31,2585.9465
2006-02-01,2560.5466
2006-02-02,2559.5466
2006-02-03,2550.1965
2006-02-06,2588.6465
2006-02-07,2605.3467
2006-02-08,2603.2466
2006-02-10,2621.3965
2006-02-13,2634.5967
2006-02-14,2617.9966
2006-02-15,2624.8467
2006-02-16,2630.2466
2006-02-17,2593.5466
2006-02-20,2598.9465
2006-02-21,2620.6465
2006-02-22,2635.8467
2006-02-23,2640.1465
2006-02-24,2644.9465
2006-02-27,2660.6965
2006-02-28,2658.9465
2006-03-01,2698.5967
2006-03-02,2721.9963
2006-03-03,2724.2463
2006-03-06,2761.0464
2006-03-07,2767.1963
2006-03-08,2714.9963
2006-03-09,2726.7463
2006-03-10,2765.8464
2006-03-13,2779.9963
2006-03-14,2771.1462
2006-03-16,2789.3464
2006-03-17,2790.0464
2006-03-20,2812.4963
2006-03-21,2809.3962
2006-03-22,2789.2964
2006-03-23,2796.8962
2006-03-24,2821.5464
2006-03-27,2851.7463
2006-03-28,2844.1462
2006-03-29,2864.3962
2006-03-30,2901.146
2006-03-31,2910.3462
2006-04-03,2974.0962
2006-04-04,2992.9961
2006-04-05,3022.2961
2006-04-07,2977.4961
2006-04-10,2994.2961
2006-04-12,2924.2461
2006-04-13,2884.3962
2006-04-17,2943.896
2006-04-18,3005.8462
2006-04-19,3017.646
2006-04-20,3038.2961
2006-04-21,3034.7461
2006-04-24,3024.896
2006-04-25,2960.2961
2006-04-26,3032.196
2006-04-27,3005.3462
2006-04-28,3014.0962
2006-05-02,3100.6958
2006-05-03,3124.1958
2006-05-04,3133.1958
2006-05-05,3143.0959
2006-05-08,3163.2458
2006-05-09,3178.7959
2006-05-10,3208.8459
2006-05-11,3168.6458
2006-05-12,3132.3459
2006-05-15,3007.7961
2006-05-16,3011.8462
2006-05-17,3099.7959
2006-05-18,2889.0461
2006-05-19,2767.7463
2006-05-22,2611.2966
2006-05-23,2712.3464
2006-05-24,2662.5466
2006-05-25,2684.5967
2006-05-26,2726.4463
2006-05-29,2737.5464
2006-05-30,2721.7964
2006-05-31,2635.2466
2006-06-01,2548.3467
2006-06-02,2615.7466
2006-06-05,2559.5466
2006-06-06,2486.7468
2006-06-07,2384.8967
2006-06-08,2248.7971
2006-06-09,2376.2969
2006-06-12,2310.7971
2006-06-13,2201.397
2006-06-14,2163.947
2006-06-15,2299.2471
2006-06-16,2386.2468
2006-06-19,2418.6968
2006-06-20,2388.8469
2006-06-21,2442.9468
2006-06-22,2503.4968
2006-06-23,2529.4465
2006-06-26,2441.1968
2006-06-27,2456.6467
2006-06-28,2452.8469
2006-06-29,2463.2468
2006-06-30,2562.4966
2006-07-03,2577.1965
2006-07-04,2574.0967
2006-07-05,2616.8467
2006-07-06,2591.7966
2006-07-07,2534.2466
2006-07-10,2573.8965
2006-07-11,2559.8467
2006-07-12,2606.8965
2006-07-13,2590.6965
2006-07-14,2560.1465
2006-07-17,2471.3469
2006-07-18,2449.9968
2006-07-19,2392.3967
2006-07-20,2455.6467
