datetime,open,high,low,close,volume
2021-03-09T00:00:00+05:30,1000.0,1000.0,999.95,1000.0,19130
2021-03-10T00:00:00+05:30,999.95,1000.0,999.75,999.95,44153
2021-03-12T00:00:00+05:30,999.95,1000.0,999.95,1000.0,17912
2021-03-15T00:00:00+05:30,1000.0,1000.0,999.95,1000.0,16122
2021-03-16T00:00:00+05:30,1000.0,1000.0,992.95,1000.0,11731
2021-03-17T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,28659
2021-03-18T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,8268
2021-03-19T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,3752
2021-03-22T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,7584
2021-03-23T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,40338
2021-03-24T00:00:00+05:30,999.5,1000.0,999.5,1000.0,7190
2021-03-25T00:00:00+05:30,999.95,1000.0,999.95,1000.0,56303
2021-03-26T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,5667
2021-03-30T00:00:00+05:30,1000.0,1000.0,999.6,1000.0,8159
2021-03-31T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,54520
2021-04-01T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,27081
2021-04-05T00:00:00+05:30,999.95,1000.0,999.95,1000.0,26422
2021-04-06T00:00:00+05:30,999.5,1000.0,999.5,1000.0,10579
2021-04-07T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,19428
2021-04-08T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,15804
2021-04-09T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,21129
2021-04-12T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,31372
2021-04-13T00:00:00+05:30,1000.0,1000.0,999.5,999.8,65501
2021-04-15T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,4634
2021-04-16T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,16985
2021-04-19T00:00:00+05:30,1000.0,1000.0,995.0,1000.0,7874
2021-04-20T00:00:00+05:30,999.5,1000.0,999.5,1000.0,2015
2021-04-22T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,17284
2021-04-23T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,41627
2021-04-26T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,4886
2021-04-27T00:00:00+05:30,1000.0,1000.0,999.95,1000.0,9900
2021-04-28T00:00:00+05:30,999.5,1000.0,999.5,1000.0,9714
2021-04-29T00:00:00+05:30,999.5,1000.0,999.5,1000.0,15997
2021-04-30T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,8766
2021-05-03T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,11158
2021-05-04T00:00:00+05:30,999.5,1000.05,999.5,1000.0,2763
2021-05-05T00:00:00+05:30,999.95,1000.0,999.95,1000.0,34655
2021-05-06T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,24624
2021-05-07T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,20556
2021-05-10T00:00:00+05:30,1000.0,1000.0,991.0,999.6,59213
2021-05-11T00:00:00+05:30,999.5,1000.0,999.5,1000.0,32910
2021-05-12T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,27720
2021-05-14T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,8927
2021-05-17T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,5424
2021-05-18T00:00:00+05:30,1000.0,1000.0,999.55,1000.0,3051
2021-05-19T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,12156
2021-05-20T00:00:00+05:30,1005.0,1040.0,1000.0,1000.0,19769
2021-05-21T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,32267
2021-05-24T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,15438
2021-05-25T00:00:00+05:30,999.5,1000.0,998.35,1000.0,3844
2021-05-26T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,11775
2021-05-27T00:00:00+05:30,999.5,1000.0,999.5,1000.0,1897
2021-05-28T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,13985
2021-05-31T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,53028
2021-06-01T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,9140
2021-06-02T00:00:00+05:30,1005.0,1020.0,993.1,1000.0,10982
2021-06-03T00:00:00+05:30,999.5,1000.0,999.5,1000.0,10925
2021-06-04T00:00:00+05:30,1005.0,1018.0,1000.0,1000.0,54713
2021-06-07T00:00:00+05:30,999.5,1000.0,999.5,1000.0,28788
2021-06-08T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,36714
2021-06-09T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,40505
2021-06-10T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,107625
2021-06-11T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,32138
2021-06-14T00:00:00+05:30,1000.0,1002.0,999.5,1000.0,6544
2021-06-15T00:00:00+05:30,1005.0,1018.0,1000.0,1000.0,122105
2021-06-16T00:00:00+05:30,1000.0,1005.0,999.5,1000.0,4169
2021-06-17T00:00:00+05:30,1000.0,1002.0,999.5,1000.0,38656
2021-06-18T00:00:00+05:30,999.95,1002.8,999.95,1000.0,25234
2021-06-21T00:00:00+05:30,1005.0,1005.0,999.45,1000.0,21391
2021-06-22T00:00:00+05:30,1000.0,1002.8,1000.0,1000.0,20906
2021-06-23T00:00:00+05:30,1000.05,1005.0,999.5,1000.0,30391
2021-06-24T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,18021
2021-06-25T00:00:00+05:30,999.99,1002.0,999.99,999.99,16860
2021-06-28T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,7872
2021-06-29T00:00:00+05:30,999.95,1000.0,999.95,1000.0,29087
2021-06-30T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,63747
2021-07-01T00:00:00+05:30,1000.0,1002.0,999.5,1000.0,55387
2021-07-02T00:00:00+05:30,999.95,1000.0,999.5,1000.0,13878
2021-07-05T00:00:00+05:30,1005.0,1005.0,999.95,1000.0,6750
2021-07-06T00:00:00+05:30,999.5,1000.0,999.5,1000.0,88232
2021-07-07T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,18674
2021-07-08T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,10613
2021-07-09T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,45208
2021-07-12T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,33022
2021-07-13T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,215599
2021-07-14T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,10543
2021-07-15T00:00:00+05:30,1000.0,1000.0,1000.0,1000.0,36189
2021-07-16T00:00:00+05:30,999.5,1000.0,999.5,1000.0,16483
2021-07-19T00:00:00+05:30,1000.0,1010.0,999.5,1000.0,12441
2021-07-20T00:00:00+05:30,1000.0,1000.0,999.45,1000.0,10738
2021-07-22T00:00:00+05:30,999.95,1000.0,999.95,1000.0,7247
2021-07-23T00:00:00+05:30,1004.05,1004.9,999.0,1000.0,48178
2021-07-26T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,24860
2021-07-27T00:00:00+05:30,999.95,1000.0,999.95,1000.0,15826
2021-07-28T00:00:00+05:30,999.5,1000.0,999.45,1000.0,20379
2021-07-29T00:00:00+05:30,1000.0,1000.0,999.5,1000.0,1220
2021-07-30T00:00:00+05:30,1000.0,1000.0,999.99,999.99,14943
2021-08-02T00:00:00+05:30,1004.9,1010.0,999.5,999.99,8567
2021-08-03T00:00:00+05:30,1000.0,1000.05,999.0,999.97,63603
2021-08-04T00:00:00+05:30,999.5,1000.01,991.1,1000.0,27573
2021-08-05T00:00:00+05:30,1004.9,1010.0,999.0,999.99,27809
2021-08-06T00:00:00+05:30,1000.0,1000.0,999.99,1000.0,75777
2021-08-09T00:00:00+05:30,1004.5,1004.5,999.6,999.99,26878
2021-08-10T00:00:00+05:30,1000.0,1000.02,997.16,999.99,2795
2021-08-11T00:00:00+05:30,1000.0,1008.0,999.0,999.99,162007
2021-08-12T00:00:00+05:30,999.95,1000.0,999.95,999.99,163953
2021-08-13T00:00:00+05:30,1000.0,1000.0,999.5,999.99,84965
2021-08-16T00:00:00+05:30,1000.0,1000.0,999.99,999.99,5727
2021-08-17T00:00:00+05:30,1008.0,1008.0,999.5,999.99,27340
2021-08-18T00:00:00+05:30,999.99,1000.0,999.99,1000.0,18904
2021-08-20T00:00:00+05:30,1000.0,1000.01,999.99,999.99,65223
2021-08-23T00:00:00+05:30,999.99,1000.0,999.99,999.99,95040
2021-08-24T00:00:00+05:30,1000.0,1000.0,999.99,1000.0,12419
2021-08-25T00:00:00+05:30,1000.0,1000.01,999.99,1000.0,11429
2021-08-26T00:00:00+05:30,999.99,1000.0,999.99,1000.0,35851
2021-08-27T00:00:00+05:30,1000.0,1000.0,999.99,999.99,16677
2021-08-30T00:00:00+05:30,999.9,1000.0,999.0,1000.0,239346
2021-08-31T00:00:00+05:30,1000.0,1000.0,999.99,999.99,20460
2021-09-01T00:00:00+05:30,1000.0,1000.0,999.5,999.99,31545
2021-09-02T00:00:00+05:30,999.99,1000.0,990.0,999.99,14616
