datetime,open,high,low,close,volume
2021-03-09T00:00:00+05:30,402.0,402.0,396.5,399.43,62014
2021-03-10T00:00:00+05:30,402.5,402.5,394.03,398.03,147500
2021-03-12T00:00:00+05:30,400.0,401.0,397.3,399.83,436572
2021-03-15T00:00:00+05:30,401.5,401.5,390.93,396.53,120056
2021-03-16T00:00:00+05:30,398.53,400.6,393.53,397.3,106094
2021-03-17T00:00:00+05:30,398.5,398.5,385.05,389.35,77714
2021-03-18T00:00:00+05:30,391.3,394.65,381.9,384.03,68802
2021-03-19T00:00:00+05:30,389.45,389.45,326.4,372.85,700192
2021-03-22T00:00:00+05:30,370.03,387.53,367.53,384.85,255430
2021-03-23T00:00:00+05:30,385.0,392.5,380.0,389.03,114734
2021-03-24T00:00:00+05:30,388.25,411.88,378.25,385.25,467502
2021-03-25T00:00:00+05:30,387.2,397.5,375.5,384.93,192776
2021-03-26T00:00:00+05:30,384.5,394.85,377.73,389.8,208434
2021-03-30T00:00:00+05:30,391.5,408.0,376.0,392.0,1140864
2021-03-31T00:00:00+05:30,396.75,396.75,383.33,386.5,431896
2021-04-01T00:00:00+05:30,386.8,390.7,380.63,383.0,184790
2021-04-05T00:00:00+05:30,376.23,378.85,353.3,366.35,362398
2021-04-06T00:00:00+05:30,359.0,369.43,352.0,363.95,279878
2021-04-07T00:00:00+05:30,360.65,378.65,353.35,371.4,1151804
2021-04-08T00:00:00+05:30,371.4,398.88,371.38,390.53,401878
2021-04-09T00:00:00+05:30,389.48,398.5,363.33,374.6,238458
2021-04-12T00:00:00+05:30,365.05,368.18,358.25,359.9,321388
2021-04-13T00:00:00+05:30,360.08,368.08,350.6,359.28,308784
2021-04-15T00:00:00+05:30,359.0,364.5,356.5,361.08,280710
2021-04-16T00:00:00+05:30,362.9,365.73,351.23,357.68,314218
2021-04-19T00:00:00+05:30,352.0,352.0,341.0,343.43,405154
2021-04-20T00:00:00+05:30,345.25,347.0,342.5,344.2,114328
2021-04-22T00:00:00+05:30,344.2,345.48,336.43,340.83,141756
2021-04-23T00:00:00+05:30,343.03,352.5,335.83,339.38,187222
2021-04-26T00:00:00+05:30,339.0,407.25,338.95,388.15,947924
2021-04-27T00:00:00+05:30,392.0,400.0,372.7,378.9,775232
2021-04-28T00:00:00+05:30,376.9,376.9,367.5,370.48,123298
2021-04-29T00:00:00+05:30,369.5,375.03,355.0,358.65,155706
2021-04-30T00:00:00+05:30,355.05,362.53,344.0,358.45,522718
2021-05-03T00:00:00+05:30,355.55,377.5,355.2,373.5,318818
2021-05-04T00:00:00+05:30,375.0,391.25,373.08,383.95,534160
